month,city,warehouse,sku,active_flag,in_stock_flag,opening_inventory_units,inbound_units,units_sold,ending_inventory_units
2024-01,北辰市,北区仓,CLN-TOOLS-03,1,1,151,574,317,408
2024-01,北辰市,北区仓,CLN-TOOLS-04,1,1,132,452,252,332
2024-01,北辰市,北区仓,CLN-TOOLS-05,1,1,169,490,288,371
2024-01,北辰市,北区仓,CLN-TOOLS-06,1,1,115,433,231,317
2024-01,北辰市,北区仓,CLN-TOOLS-07,1,1,172,604,332,444
2024-01,北辰市,北区仓,CLN-TOOLS-08,1,1,159,435,254,340
2024-01,北辰市,北区仓,CLN-CONSUM-01,1,1,174,494,290,378
2024-01,北辰市,北区仓,CLN-CONSUM-02,1,1,164,308,213,259
2024-01,北辰市,北区仓,CLN-CONSUM-03,1,1,190,324,240,274
2024-01,北辰市,北区仓,CLN-CONSUM-04,1,1,119,480,272,327
2024-01,北辰市,北区仓,CLN-CONSUM-05,1,1,211,349,250,310
2024-01,北辰市,北区仓,CLN-CONSUM-06,1,1,170,332,224,278
2024-01,北辰市,北区仓,CLN-CONSUM-07,1,1,174,525,304,395
2024-01,北辰市,北区仓,CLN-CONSUM-08,1,1,187,299,224,262
2024-01,北辰市,北区仓,AP-KITCH-01,1,1,186,114,128,172
2024-01,北辰市,北区仓,AP-KITCH-02,1,1,163,175,154,184
2024-01,北辰市,北区仓,AP-KITCH-03,1,1,120,252,168,204
2024-01,北辰市,北区仓,AP-KITCH-04,1,1,212,114,147,179
2024-01,北辰市,北区仓,AP-KITCH-05,1,1,114,169,129,154
2024-01,北辰市,北区仓,AP-KITCH-06,1,1,185,131,147,169
2024-01,北辰市,北区仓,AP-KITCH-07,1,1,194,69,114,149
2024-01,北辰市,北区仓,AP-KITCH-08,1,1,146,146,123,169
2024-01,北辰市,北区仓,AP-LIFE-01,1,1,157,114,116,155
2024-01,北辰市,北区仓,AP-LIFE-02,1,1,179,96,121,154
2024-01,北辰市,北区仓,AP-LIFE-03,1,1,202,91,126,167
2024-01,北辰市,北区仓,AP-LIFE-04,1,1,164,65,107,122
2024-01,北辰市,北区仓,AP-LIFE-05,1,1,176,82,113,145
2024-01,北辰市,北区仓,AP-LIFE-06,1,1,201,145,154,192
2024-01,北辰市,北区仓,AP-LIFE-07,1,1,195,110,136,169
2024-01,北辰市,北区仓,AP-LIFE-08,1,1,137,109,115,131
2024-01,云岭市,北区仓,KIT-COOK-01,1,1,160,374,250,284
2024-01,云岭市,北区仓,KIT-COOK-02,1,1,172,281,209,244
2024-01,云岭市,北区仓,KIT-COOK-03,1,1,176,286,215,247
2024-01,云岭市,北区仓,KIT-COOK-04,1,1,116,319,197,238
2024-01,云岭市,北区仓,KIT-COOK-05,1,1,133,316,211,238
2024-01,云岭市,北区仓,KIT-COOK-06,1,1,112,386,212,286
2024-01,云岭市,北区仓,KIT-COOK-07,1,1,158,339,231,266
2024-01,云岭市,北区仓,KIT-COOK-08,1,1,129,294,181,242
2024-01,云岭市,北区仓,KIT-TOOLS-01,1,1,206,235,195,246
2024-01,云岭市,北区仓,KIT-TOOLS-02,1,1,170,242,177,235
2024-01,云岭市,北区仓,KIT-TOOLS-03,1,1,155,215,166,204
2024-01,云岭市,北区仓,KIT-TOOLS-04,1,1,197,211,178,230
2024-01,云岭市,北区仓,KIT-TOOLS-05,1,1,119,345,202,262
2024-01,云岭市,北区仓,KIT-TOOLS-06,1,1,124,393,225,292
2024-01,云岭市,北区仓,KIT-TOOLS-07,1,1,139,270,187,222
2024-01,云岭市,北区仓,KIT-TOOLS-08,1,1,208,220,198,230
2024-01,云岭市,北区仓,STO-CLOTH-01,1,1,148,265,179,234
2024-01,云岭市,北区仓,STO-CLOTH-02,1,1,105,351,201,255
2024-01,云岭市,北区仓,STO-CLOTH-03,1,1,131,362,220,273
2024-01,云岭市,北区仓,STO-CLOTH-04,1,1,175,220,169,226
2024-01,云岭市,北区仓,STO-CLOTH-05,1,1,167,213,165,215
2024-01,云岭市,北区仓,STO-CLOTH-06,1,1,216,164,168,212
2024-01,云岭市,北区仓,STO-CLOTH-07,1,1,159,235,185,209
2024-01,云岭市,北区仓,STO-CLOTH-08,1,1,205,146,164,187
2024-01,云岭市,北区仓,STO-SPACE-01,1,1,154,272,184,242
2024-01,云岭市,北区仓,STO-SPACE-02,1,1,212,141,154,199
2024-01,云岭市,北区仓,STO-SPACE-03,1,1,164,211,175,200
2024-01,云岭市,北区仓,STO-SPACE-04,1,1,200,140,143,197
2024-01,云岭市,北区仓,STO-SPACE-05,1,1,129,202,147,184
2024-01,云岭市,北区仓,STO-SPACE-06,1,1,193,182,169,206
2024-01,云岭市,北区仓,STO-SPACE-07,1,1,123,232,156,199
2024-01,云岭市,北区仓,STO-SPACE-08,1,1,110,218,154,174
2024-01,云岭市,北区仓,CLN-TOOLS-01,1,1,121,476,272,325
2024-01,云岭市,北区仓,CLN-TOOLS-02,1,1,200,352,243,309
2024-01,云岭市,北区仓,CLN-TOOLS-03,1,1,122,392,237,277
2024-01,云岭市,北区仓,CLN-TOOLS-04,1,1,183,356,242,297
2024-01,云岭市,北区仓,CLN-TOOLS-05,1,0,134,0,0,134
2024-01,云岭市,北区仓,CLN-TOOLS-06,1,1,154,500,292,362
2024-01,云岭市,北区仓,CLN-TOOLS-07,1,1,109,470,271,308
2024-01,云岭市,北区仓,CLN-TOOLS-08,1,1,196,502,311,387
2024-01,云岭市,北区仓,CLN-CONSUM-01,1,1,210,175,175,210
2024-01,云岭市,北区仓,CLN-CONSUM-02,1,1,141,362,221,282
2024-01,云岭市,北区仓,CLN-CONSUM-03,1,1,157,304,195,266
2024-01,云岭市,北区仓,CLN-CONSUM-04,1,1,167,354,239,282
2024-01,云岭市,北区仓,CLN-CONSUM-05,1,1,163,255,183,235
2024-01,云岭市,北区仓,CLN-CONSUM-06,1,1,168,347,218,297
2024-01,云岭市,北区仓,CLN-CONSUM-07,1,1,125,307,187,245
2024-01,云岭市,北区仓,CLN-CONSUM-08,1,1,176,353,232,297
2024-01,云岭市,北区仓,AP-KITCH-01,1,1,182,100,129,153
2024-01,云岭市,北区仓,AP-KITCH-02,1,1,156,118,118,156
2024-01,云岭市,北区仓,AP-KITCH-03,1,1,109,131,113,127
2024-01,云岭市,北区仓,AP-KITCH-04,1,1,167,98,115,150
2024-01,云岭市,北区仓,AP-KITCH-05,1,1,156,107,111,152
2024-01,云岭市,北区仓,AP-KITCH-06,1,1,107,162,114,155
2024-01,云岭市,北区仓,AP-KITCH-07,1,1,191,100,124,167
2024-01,云岭市,北区仓,AP-KITCH-08,1,1,173,42,93,122
2024-01,云岭市,北区仓,AP-LIFE-01,1,1,180,72,118,134
2024-01,云岭市,北区仓,AP-LIFE-02,1,1,133,143,125,151
2024-01,云岭市,北区仓,AP-LIFE-03,1,0,119,0,0,119
2024-01,云岭市,北区仓,AP-LIFE-04,1,1,207,75,123,159
2024-01,云岭市,北区仓,AP-LIFE-05,1,1,144,114,120,138
2024-01,云岭市,北区仓,AP-LIFE-06,1,1,113,151,121,143
2024-01,云岭市,北区仓,AP-LIFE-07,1,1,162,104,120,146
2024-01,云岭市,北区仓,AP-LIFE-08,1,1,150,53,91,112
2024-01,东澜市,东区仓,KIT-COOK-01,1,1,211,781,425,567
2024-01,东澜市,东区仓,KIT-COOK-02,1,1,189,491,310,370
2024-01,东澜市,东区仓,KIT-COOK-03,1,1,215,536,332,419
2024-01,东澜市,东区仓,KIT-COOK-04,1,1,122,705,360,467
2024-01,东澜市,东区仓,KIT-COOK-05,1,1,115,673,348,440
2024-01,东澜市,东区仓,KIT-COOK-06,1,1,148,701,370,479
2024-01,东澜市,东区仓,KIT-COOK-07,1,1,156,580,336,400
2024-01,东澜市,东区仓,KIT-COOK-08,1,1,200,588,342,446
2024-01,东澜市,东区仓,KIT-TOOLS-01,1,1,141,512,302,351
2024-01,东澜市,东区仓,KIT-TOOLS-02,1,1,198,411,282,327
2024-01,东澜市,东区仓,KIT-TOOLS-03,1,1,200,382,249,333
2024-01,东澜市,东区仓,KIT-TOOLS-04,1,1,166,454,280,340
2024-01,东澜市,东区仓,KIT-TOOLS-05,1,1,182,645,354,473
2024-01,东澜市,东区仓,KIT-TOOLS-06,1,1,107,724,363,468
2024-01,东澜市,东区仓,KIT-TOOLS-07,1,1,208,549,338,419
2024-01,东澜市,东区仓,KIT-TOOLS-08,1,1,117,696,370,443
2024-01,东澜市,东区仓,STO-CLOTH-01,1,1,186,524,329,381
2024-01,东澜市,东区仓,STO-CLOTH-02,1,1,132,499,292,339
2024-01,东澜市,东区仓,STO-CLOTH-03,1,1,198,404,279,323
2024-01,东澜市,东区仓,STO-CLOTH-04,1,1,124,537,300,361
2024-01,东澜市,东区仓,STO-CLOTH-05,1,1,106,619,325,400
2024-01,东澜市,东区仓,STO-CLOTH-06,1,1,114,572,298,388
2024-01,东澜市,东区仓,STO-CLOTH-07,1,1,171,465,275,361
2024-01,东澜市,东区仓,STO-CLOTH-08,1,1,106,723,376,453
2024-01,东澜市,东区仓,STO-SPACE-01,1,1,132,558,297,393
2024-01,东澜市,东区仓,STO-SPACE-02,1,1,199,559,333,425
2024-01,东澜市,东区仓,STO-SPACE-03,1,1,117,506,277,346
2024-01,东澜市,东区仓,STO-SPACE-04,1,1,206,388,267,327
2024-01,东澜市,东区仓,STO-SPACE-05,1,1,136,618,344,410
2024-01,东澜市,东区仓,STO-SPACE-06,1,1,132,660,363,429
2024-01,东澜市,东区仓,STO-SPACE-07,1,0,124,0,0,124
2024-01,东澜市,东区仓,STO-SPACE-08,1,1,170,477,303,344
2024-01,东澜市,东区仓,CLN-TOOLS-01,1,1,131,834,414,551
2024-01,东澜市,东区仓,CLN-TOOLS-02,1,1,210,833,462,581
2024-01,东澜市,东区仓,CLN-TOOLS-03,1,1,197,569,326,440
2024-01,东澜市,东区仓,CLN-TOOLS-04,1,1,124,744,379,489
2024-01,东澜市,东区仓,CLN-TOOLS-05,1,1,143,828,415,556
2024-01,东澜市,东区仓,CLN-TOOLS-06,1,1,188,627,383,432
2024-01,东澜市,东区仓,CLN-TOOLS-07,1,1,191,816,447,560
2024-01,东澜市,东区仓,CLN-TOOLS-08,1,1,131,757,376,512
2024-01,东澜市,东区仓,CLN-CONSUM-01,1,1,142,722,395,469
2024-01,东澜市,东区仓,CLN-CONSUM-02,1,1,105,687,338,454
2024-01,东澜市,东区仓,CLN-CONSUM-03,1,1,138,754,418,474
2024-01,东澜市,东区仓,CLN-CONSUM-04,1,1,156,910,465,601
2024-01,东澜市,东区仓,CLN-CONSUM-05,1,1,192,701,390,503
2024-01,东澜市,东区仓,CLN-CONSUM-06,1,1,149,856,446,559
2024-01,东澜市,东区仓,CLN-CONSUM-07,1,1,133,750,385,498
2024-01,东澜市,东区仓,CLN-CONSUM-08,1,0,115,0,0,115
2024-01,东澜市,东区仓,AP-KITCH-01,1,1,137,348,222,263
2024-01,东澜市,东区仓,AP-KITCH-02,1,1,137,358,210,285
2024-01,东澜市,东区仓,AP-KITCH-03,1,1,179,298,214,263
2024-01,东澜市,东区仓,AP-KITCH-04,1,0,128,0,0,128
2024-01,东澜市,东区仓,AP-KITCH-05,1,1,144,382,227,299
2024-01,东澜市,东区仓,AP-KITCH-06,1,1,159,381,230,310
2024-01,东澜市,东区仓,AP-KITCH-07,1,1,179,248,199,228
2024-01,东澜市,东区仓,AP-KITCH-08,1,1,108,427,249,286
2024-01,东澜市,东区仓,AP-LIFE-01,1,1,210,226,195,241
2024-01,东澜市,东区仓,AP-LIFE-02,1,1,200,210,174,236
2024-01,东澜市,东区仓,AP-LIFE-03,1,1,113,346,194,265
2024-01,东澜市,东区仓,AP-LIFE-04,1,1,179,158,146,191
2024-01,东澜市,东区仓,AP-LIFE-05,1,1,119,259,175,203
2024-01,东澜市,东区仓,AP-LIFE-06,1,1,119,238,159,198
2024-01,东澜市,东区仓,AP-LIFE-07,1,1,150,212,160,202
2024-01,东澜市,东区仓,AP-LIFE-08,1,1,212,186,176,222
2024-01,海岳市,东区仓,KIT-COOK-01,1,1,145,604,331,418
2024-01,海岳市,东区仓,KIT-COOK-02,1,1,196,574,336,434
2024-01,海岳市,东区仓,KIT-COOK-03,1,1,128,610,313,425
2024-01,海岳市,东区仓,KIT-COOK-04,1,1,195,592,350,437
2024-01,海岳市,东区仓,KIT-COOK-05,1,1,145,432,259,318
2024-01,海岳市,东区仓,KIT-COOK-06,1,1,128,593,321,400
2024-01,海岳市,东区仓,KIT-COOK-07,1,1,164,442,274,332
2024-01,海岳市,东区仓,KIT-COOK-08,1,1,144,500,297,347
2024-01,海岳市,东区仓,KIT-TOOLS-01,1,1,154,467,266,355
2024-01,海岳市,东区仓,KIT-TOOLS-02,1,1,133,478,266,345
2024-01,海岳市,东区仓,KIT-TOOLS-03,1,1,136,425,249,312
2024-01,海岳市,东区仓,KIT-TOOLS-04,1,1,176,498,292,382
2024-01,海岳市,东区仓,KIT-TOOLS-05,1,1,159,421,271,309
2024-01,海岳市,东区仓,KIT-TOOLS-06,1,1,118,559,311,366
2024-01,海岳市,东区仓,KIT-TOOLS-07,1,1,166,495,293,368
2024-01,海岳市,东区仓,KIT-TOOLS-08,1,1,151,414,265,300
2024-01,海岳市,东区仓,STO-CLOTH-01,1,1,123,404,224,303
2024-01,海岳市,东区仓,STO-CLOTH-02,1,1,130,585,310,405
2024-01,海岳市,东区仓,STO-CLOTH-03,1,1,174,487,286,375
2024-01,海岳市,东区仓,STO-CLOTH-04,1,1,121,455,253,323
2024-01,海岳市,东区仓,STO-CLOTH-05,1,1,209,455,304,360
2024-01,海岳市,东区仓,STO-CLOTH-06,1,1,142,456,252,346
2024-01,海岳市,东区仓,STO-CLOTH-07,1,1,111,408,229,290
2024-01,海岳市,东区仓,STO-CLOTH-08,1,1,210,361,264,307
2024-01,海岳市,东区仓,STO-SPACE-01,1,1,209,402,259,352
2024-01,海岳市,东区仓,STO-SPACE-02,1,1,170,392,242,320
2024-01,海岳市,东区仓,STO-SPACE-03,1,1,110,487,263,334
2024-01,海岳市,东区仓,STO-SPACE-04,1,1,193,425,261,357
2024-01,海岳市,东区仓,STO-SPACE-05,1,1,196,322,222,296
2024-01,海岳市,东区仓,STO-SPACE-06,1,1,168,285,209,244
2024-01,海岳市,东区仓,STO-SPACE-07,1,1,213,286,223,276
2024-01,海岳市,东区仓,STO-SPACE-08,1,1,216,270,206,280
2024-01,海岳市,东区仓,CLN-TOOLS-01,1,0,165,0,0,165
2024-01,海岳市,东区仓,CLN-TOOLS-02,1,1,110,983,489,604
2024-01,海岳市,东区仓,CLN-TOOLS-03,1,1,192,753,408,537
2024-01,海岳市,东区仓,CLN-TOOLS-04,1,1,146,621,346,421
2024-01,海岳市,东区仓,CLN-TOOLS-05,1,1,153,793,405,541
2024-01,海岳市,东区仓,CLN-TOOLS-06,1,1,120,805,401,524
2024-01,海岳市,东区仓,CLN-TOOLS-07,1,1,117,700,381,436
2024-01,海岳市,东区仓,CLN-TOOLS-08,1,1,190,631,364,457
2024-01,海岳市,东区仓,CLN-CONSUM-01,1,1,168,478,285,361
2024-01,海岳市,东区仓,CLN-CONSUM-02,1,1,135,676,373,438
2024-01,海岳市,东区仓,CLN-CONSUM-03,1,1,208,547,336,419
2024-01,海岳市,东区仓,CLN-CONSUM-04,1,1,130,774,385,519
2024-01,海岳市,东区仓,CLN-CONSUM-05,1,1,165,667,368,464
2024-01,海岳市,东区仓,CLN-CONSUM-06,1,1,183,551,338,396
2024-01,海岳市,东区仓,CLN-CONSUM-07,1,0,156,0,0,156
2024-01,海岳市,东区仓,CLN-CONSUM-08,1,1,126,718,360,484
2024-01,海岳市,东区仓,AP-KITCH-01,1,1,160,264,187,237
2024-01,海岳市,东区仓,AP-KITCH-02,1,1,113,316,194,235
2024-01,海岳市,东区仓,AP-KITCH-03,1,1,177,130,144,163
2024-01,海岳市,东区仓,AP-KITCH-04,1,1,112,206,143,175
2024-01,海岳市,东区仓,AP-KITCH-05,1,1,118,249,168,199
2024-01,海岳市,东区仓,AP-KITCH-06,1,1,147,215,162,200
2024-01,海岳市,东区仓,AP-KITCH-07,1,1,134,261,174,221
2024-01,海岳市,东区仓,AP-KITCH-08,1,1,116,288,184,220
2024-01,海岳市,东区仓,AP-LIFE-01,1,1,203,213,187,229
2024-01,海岳市,东区仓,AP-LIFE-02,1,1,133,188,144,177
2024-01,海岳市,东区仓,AP-LIFE-03,1,1,166,174,159,181
2024-01,海岳市,东区仓,AP-LIFE-04,1,0,153,0,0,153
2024-01,海岳市,东区仓,AP-LIFE-05,1,1,145,286,187,244
2024-01,海岳市,东区仓,AP-LIFE-06,1,1,108,244,152,200
2024-01,海岳市,东区仓,AP-LIFE-07,1,1,165,320,208,277
2024-01,海岳市,东区仓,AP-LIFE-08,1,1,181,187,164,204
2024-01,南浦市,南区仓,KIT-COOK-01,1,1,212,363,246,329
2024-01,南浦市,南区仓,KIT-COOK-02,1,1,186,488,298,376
2024-01,南浦市,南区仓,KIT-COOK-03,1,1,138,541,301,378
2024-01,南浦市,南区仓,KIT-COOK-04,1,1,106,628,316,418
2024-01,南浦市,南区仓,KIT-COOK-05,1,1,110,553,305,358
2024-01,南浦市,南区仓,KIT-COOK-06,1,1,206,289,231,264
2024-01,南浦市,南区仓,KIT-COOK-07,1,1,114,434,256,292
2024-01,南浦市,南区仓,KIT-COOK-08,1,1,186,504,317,373
2024-01,南浦市,南区仓,KIT-TOOLS-01,1,1,124,602,307,419
2024-01,南浦市,南区仓,KIT-TOOLS-02,1,1,109,505,281,333
2024-01,南浦市,南区仓,KIT-TOOLS-03,1,1,152,433,260,325
2024-01,南浦市,南区仓,KIT-TOOLS-04,1,0,138,0,0,138
2024-01,南浦市,南区仓,KIT-TOOLS-05,1,1,111,420,242,289
2024-01,南浦市,南区仓,KIT-TOOLS-06,1,1,124,500,293,331
2024-01,南浦市,南区仓,KIT-TOOLS-07,1,1,113,569,319,363
2024-01,南浦市,南区仓,KIT-TOOLS-08,1,1,213,502,323,392
2024-01,南浦市,南区仓,STO-CLOTH-01,1,1,182,293,207,268
2024-01,南浦市,南区仓,STO-CLOTH-02,1,1,159,309,204,264
2024-01,南浦市,南区仓,STO-CLOTH-03,1,1,137,407,249,295
2024-01,南浦市,南区仓,STO-CLOTH-04,1,1,208,338,248,298
2024-01,南浦市,南区仓,STO-CLOTH-05,1,1,123,520,278,365
2024-01,南浦市,南区仓,STO-CLOTH-06,1,1,210,438,279,369
2024-01,南浦市,南区仓,STO-CLOTH-07,1,1,169,425,268,326
2024-01,南浦市,南区仓,STO-CLOTH-08,1,1,184,291,217,258
2024-01,南浦市,南区仓,STO-SPACE-01,1,1,171,328,230,269
2024-01,南浦市,南区仓,STO-SPACE-02,1,1,125,351,220,256
2024-01,南浦市,南区仓,STO-SPACE-03,1,1,129,312,193,248
2024-01,南浦市,南区仓,STO-SPACE-04,1,1,205,227,189,243
2024-01,南浦市,南区仓,STO-SPACE-05,1,1,163,303,212,254
2024-01,南浦市,南区仓,STO-SPACE-06,1,1,194,336,224,306
2024-01,南浦市,南区仓,STO-SPACE-07,1,1,130,415,230,315
2024-01,南浦市,南区仓,STO-SPACE-08,1,1,170,335,228,277
2024-01,南浦市,南区仓,CLN-TOOLS-01,1,1,205,451,277,379
2024-01,南浦市,南区仓,CLN-TOOLS-02,1,1,115,689,350,454
2024-01,南浦市,南区仓,CLN-TOOLS-03,1,1,212,602,375,439
2024-01,南浦市,南区仓,CLN-TOOLS-04,1,1,199,469,293,375
2024-01,南浦市,南区仓,CLN-TOOLS-05,1,1,126,544,295,375
2024-01,南浦市,南区仓,CLN-TOOLS-06,1,1,116,562,300,378
2024-01,南浦市,南区仓,CLN-TOOLS-07,1,1,187,424,270,341
2024-01,南浦市,南区仓,CLN-TOOLS-08,1,1,163,651,350,464
2024-01,南浦市,南区仓,CLN-CONSUM-01,1,1,201,348,237,312
2024-01,南浦市,南区仓,CLN-CONSUM-02,1,1,135,569,318,386
2024-01,南浦市,南区仓,CLN-CONSUM-03,1,1,215,355,247,323
2024-01,南浦市,南区仓,CLN-CONSUM-04,1,1,193,485,307,371
2024-01,南浦市,南区仓,CLN-CONSUM-05,1,1,182,459,286,355
2024-01,南浦市,南区仓,CLN-CONSUM-06,1,1,194,323,240,277
2024-01,南浦市,南区仓,CLN-CONSUM-07,1,1,146,482,278,350
2024-01,南浦市,南区仓,CLN-CONSUM-08,1,1,195,466,292,369
2024-01,南浦市,南区仓,AP-KITCH-01,1,1,122,344,199,267
2024-01,南浦市,南区仓,AP-KITCH-02,1,1,210,129,158,181
2024-01,南浦市,南区仓,AP-KITCH-03,1,1,116,266,171,211
2024-01,南浦市,南区仓,AP-KITCH-04,1,1,215,235,198,252
2024-01,南浦市,南区仓,AP-KITCH-05,1,1,125,289,181,233
2024-01,南浦市,南区仓,AP-KITCH-06,1,0,155,0,0,155
2024-01,南浦市,南区仓,AP-KITCH-07,1,1,139,185,144,180
2024-01,南浦市,南区仓,AP-KITCH-08,1,1,118,320,186,252
2024-01,南浦市,南区仓,AP-LIFE-01,1,1,192,145,154,183
2024-01,南浦市,南区仓,AP-LIFE-02,1,1,123,168,134,157
2024-01,南浦市,南区仓,AP-LIFE-03,1,1,183,87,122,148
2024-01,南浦市,南区仓,AP-LIFE-04,1,1,212,44,117,139
2024-01,南浦市,南区仓,AP-LIFE-05,1,1,160,158,134,184
2024-01,南浦市,南区仓,AP-LIFE-06,1,1,165,203,157,211
2024-01,南浦市,南区仓,AP-LIFE-07,1,1,135,232,155,212
2024-01,南浦市,南区仓,AP-LIFE-08,1,1,176,101,129,148
2024-01,榕川市,南区仓,KIT-COOK-01,1,1,124,319,200,243
2024-01,榕川市,南区仓,KIT-COOK-02,1,1,179,419,271,327
2024-01,榕川市,南区仓,KIT-COOK-03,1,1,138,345,214,269
2024-01,榕川市,南区仓,KIT-COOK-04,1,1,141,502,275,368
2024-01,榕川市,南区仓,KIT-COOK-05,1,1,186,258,204,240
2024-01,榕川市,南区仓,KIT-COOK-06,1,1,135,454,253,336
2024-01,榕川市,南区仓,KIT-COOK-07,1,1,175,436,266,345
2024-01,榕川市,南区仓,KIT-COOK-08,1,1,132,395,247,280
2024-01,榕川市,南区仓,KIT-TOOLS-01,1,1,156,266,188,234
2024-01,榕川市,南区仓,KIT-TOOLS-02,1,1,210,236,207,239
2024-01,榕川市,南区仓,KIT-TOOLS-03,1,1,124,379,232,271
2024-01,榕川市,南区仓,KIT-TOOLS-04,1,1,151,304,210,245
2024-01,榕川市,南区仓,KIT-TOOLS-05,1,1,174,250,197,227
2024-01,榕川市,南区仓,KIT-TOOLS-06,1,1,172,263,199,236
2024-01,榕川市,南区仓,KIT-TOOLS-07,1,1,191,310,226,275
2024-01,榕川市,南区仓,KIT-TOOLS-08,1,1,130,470,259,341
2024-01,榕川市,南区仓,STO-CLOTH-01,1,1,124,354,203,275
2024-01,榕川市,南区仓,STO-CLOTH-02,1,1,137,460,255,342
2024-01,榕川市,南区仓,STO-CLOTH-03,1,1,151,241,178,214
2024-01,榕川市,南区仓,STO-CLOTH-04,1,1,129,319,196,252
2024-01,榕川市,南区仓,STO-CLOTH-05,1,1,192,368,251,309
2024-01,榕川市,南区仓,STO-CLOTH-06,1,1,137,357,209,285
2024-01,榕川市,南区仓,STO-CLOTH-07,1,1,173,315,207,281
2024-01,榕川市,南区仓,STO-CLOTH-08,1,1,192,223,183,232
2024-01,榕川市,南区仓,STO-SPACE-01,1,1,211,160,160,211
2024-01,榕川市,南区仓,STO-SPACE-02,1,1,186,259,201,244
2024-01,榕川市,南区仓,STO-SPACE-03,1,1,164,200,169,195
2024-01,榕川市,南区仓,STO-SPACE-04,1,1,159,286,193,252
2024-01,榕川市,南区仓,STO-SPACE-05,1,1,109,275,180,204
2024-01,榕川市,南区仓,STO-SPACE-06,1,1,177,203,175,205
2024-01,榕川市,南区仓,STO-SPACE-07,1,1,141,359,216,284
2024-01,榕川市,南区仓,STO-SPACE-08,1,1,172,286,206,252
2024-01,榕川市,南区仓,CLN-TOOLS-01,1,1,135,460,270,325
2024-01,榕川市,南区仓,CLN-TOOLS-02,1,1,165,340,237,268
2024-01,榕川市,南区仓,CLN-TOOLS-03,1,1,173,479,286,366
2024-01,榕川市,南区仓,CLN-TOOLS-04,1,1,188,354,255,287
2024-01,榕川市,南区仓,CLN-TOOLS-05,1,1,209,408,269,348
2024-01,榕川市,南区仓,CLN-TOOLS-06,1,1,117,587,322,382
2024-01,榕川市,南区仓,CLN-TOOLS-07,1,1,161,399,240,320
2024-01,榕川市,南区仓,CLN-TOOLS-08,1,1,166,400,250,316
2024-01,榕川市,南区仓,CLN-CONSUM-01,1,1,169,432,255,346
2024-01,榕川市,南区仓,CLN-CONSUM-02,1,1,158,463,286,335
2024-01,榕川市,南区仓,CLN-CONSUM-03,1,0,120,0,0,120
2024-01,榕川市,南区仓,CLN-CONSUM-04,1,1,209,407,275,341
2024-01,榕川市,南区仓,CLN-CONSUM-05,1,1,173,457,284,346
2024-01,榕川市,南区仓,CLN-CONSUM-06,1,1,146,378,233,291
